Miner Address,Total Rewards
8c9KKueemfjNZFm7n1E3HAP3JusJmcqLDAbNT9n2K8zF,109000.0
Euuc1iLiUv9u3Sk4yZcR72xGW5BRBV5j3EmKJEr8xvzD,835000.0
iJdA93QygAQZhsnLJcBPnM67mD7X7jiAXgRVye2e44B,2000.0
5SiEu1t8HkRQspNqUbWyNX6LNWpzdAojg88EcvezNmhd,3000.0
